Área,Grupos de edad,Sexo,Total,Año
Engativá, 30-34,Hombres,33574,2019
Engativá, 30-34,Mujeres,34162,2019
Engativá, 35-39,Hombres,34807,2019
Engativá, 35-39,Mujeres,38823,2019
Engativá, 40-44,Hombres,31754,2019
Engativá, 40-44,Mujeres,35069,2019
Engativá, 45-49,Hombres,27436,2019
Engativá, 45-49,Mujeres,30689,2019
Engativá, 50-54,Hombres,27102,2019
Engativá, 50-54,Mujeres,31305,2019
Engativá, 55-59,Hombres,25358,2019
Engativá, 55-59,Mujeres,30313,2019
Engativá, 60-64,Hombres,20038,2019
Engativá, 60-64,Mujeres,24971,2019
Engativá, 65-69,Hombres,14513,2019
Engativá, 65-69,Mujeres,18701,2019
Engativá, 70-74,Hombres,10283,2019
Engativá, 70-74,Mujeres,13795,2019
Engativá, 75-79,Hombres,6544,2019
Engativá, 75-79,Mujeres,9496,2019
Engativá, 80 y más,Hombres,5629,2019
Engativá, 80 y más,Mujeres,9789,2019
Suba, 0-4,Hombres,39030,2005
Suba, 0-4,Mujeres,38638,2005
Suba, 5-9  ,Hombres,41094,2005
Suba, 5-9  ,Mujeres,40858,2005
Suba, 10-14  ,Hombres,42171,2005
Suba, 10-14  ,Mujeres,41914,2005
Suba, 15-19,Hombres,39427,2005
Suba, 15-19,Mujeres,39791,2005
Suba, 20-24,Hombres,39140,2005
Suba, 20-24,Mujeres,44091,2005
Suba, 25-29,Hombres,39116,2005
Suba, 25-29,Mujeres,43978,2005
Suba, 30-34,Hombres,35652,2005
Suba, 30-34,Mujeres,40304,2005
Suba, 35-39,Hombres,34638,2005
Suba, 35-39,Mujeres,40206,2005
Suba, 40-44,Hombres,32559,2005
Suba, 40-44,Mujeres,38791,2005
Suba, 45-49,Hombres,26626,2005
Suba, 45-49,Mujeres,32638,2005
Suba, 50-54,Hombres,19962,2005
Suba, 50-54,Mujeres,24751,2005
Suba, 55-59,Hombres,14808,2005
Suba, 55-59,Mujeres,18388,2005
Suba, 60-64,Hombres,10615,2005
Suba, 60-64,Mujeres,13280,2005
Suba, 65-69,Hombres,7230,2005
Suba, 65-69,Mujeres,9901,2005
Suba, 70-74,Hombres,5172,2005
Suba, 70-74,Mujeres,7381,2005
Suba, 75-79,Hombres,3401,2005
Suba, 75-79,Mujeres,5182,2005
Suba, 80 y más,Hombres,2776,2005
Suba, 80 y más,Mujeres,5071,2005
Suba, 0-4,Hombres,43621,2015
Suba, 0-4,Mujeres,42883,2015
Suba, 5-9  ,Hombres,43472,2015
Suba, 5-9  ,Mujeres,42863,2015
Suba, 10-14  ,Hombres,44122,2015
Suba, 10-14  ,Mujeres,43539,2015
Suba, 15-19,Hombres,46127,2015
Suba, 15-19,Mujeres,46444,2015
Suba, 20-24,Hombres,47804,2015
Suba, 20-24,Mujeres,48335,2015
Suba, 25-29,Hombres,47399,2015
Suba, 25-29,Mujeres,48644,2015
Suba, 30-34,Hombres,48182,2015
Suba, 30-34,Mujeres,54817,2015
Suba, 35-39,Hombres,45695,2015
Suba, 35-39,Mujeres,51916,2015
Suba, 40-44,Hombres,39751,2015
Suba, 40-44,Mujeres,45449,2015
Suba, 45-49,Hombres,37405,2015
Suba, 45-49,Mujeres,43974,2015
Suba, 50-54,Hombres,33744,2015
Suba, 50-54,Mujeres,40833,2015
Suba, 55-59,Hombres,26548,2015
Suba, 55-59,Mujeres,33253,2015
Suba, 60-64,Hombres,19586,2015
Suba, 60-64,Mujeres,25159,2015
Suba, 65-69,Hombres,14214,2015
Suba, 65-69,Mujeres,18665,2015
Suba, 70-74,Hombres,9573,2015
Suba, 70-74,Mujeres,13072,2015
Suba, 75-79,Hombres,5457,2015
Suba, 75-79,Mujeres,8533,2015
Suba, 80 y más,Hombres,4888,2015
Suba, 80 y más,Mujeres,8769,2015
Suba, 0-4,Hombres,48637,2019
Suba, 0-4,Mujeres,46041,2019
Suba, 5-9  ,Hombres,48531,2019
Suba, 5-9  ,Mujeres,45885,2019
Suba, 10-14  ,Hombres,48530,2019
Suba, 10-14  ,Mujeres,46469,2019
Suba, 15-19,Hombres,49335,2019
Suba, 15-19,Mujeres,49426,2019
Suba, 20-24,Hombres,53405,2019
Suba, 20-24,Mujeres,54201,2019
Suba, 25-29,Hombres,55062,2019
Suba, 25-29,Mujeres,55972,2019
Suba, 30-34,Hombres,51560,2019
Suba, 30-34,Mujeres,54080,2019
Suba, 35-39,Hombres,50480,2019
Suba, 35-39,Mujeres,58222,2019
Suba, 40-44,Hombres,47869,2019
Suba, 40-44,Mujeres,54645,2019
Suba, 45-49,Hombres,41840,2019
Suba, 45-49,Mujeres,48341,2019
Suba, 50-54,Hombres,39282,2019
Suba, 50-54,Mujeres,46885,2019
Suba, 55-59,Hombres,35094,2019
Suba, 55-59,Mujeres,43387,2019
Suba, 60-64,Hombres,27156,2019
Suba, 60-64,Mujeres,35071,2019
Suba, 65-69,Hombres,19265,2019
Suba, 65-69,Mujeres,25734,2019
Suba, 70-74,Hombres,12961,2019
Suba, 70-74,Mujeres,17983,2019
Suba, 75-79,Hombres,7755,2019
Suba, 75-79,Mujeres,11648,2019
Suba, 80 y más,Hombres,6287,2019
Suba, 80 y más,Mujeres,11333,2019
Barrios Unidos, 0-4,Hombres,7353,2005
Barrios Unidos, 0-4,Mujeres,6900,2005
Barrios Unidos, 5-9  ,Hombres,8126,2005
Barrios Unidos, 5-9  ,Mujeres,7654,2005
Barrios Unidos, 10-14  ,Hombres,8153,2005
Barrios Unidos, 10-14  ,Mujeres,7676,2005
Barrios Unidos, 15-19,Hombres,8794,2005
Barrios Unidos, 15-19,Mujeres,8405,2005
Barrios Unidos, 20-24,Hombres,10395,2005
Barrios Unidos, 20-24,Mujeres,11052,2005
Barrios Unidos, 25-29,Hombres,9473,2005
Barrios Unidos, 25-29,Mujeres,10053,2005
Barrios Unidos, 30-34,Hombres,7855,2005
Barrios Unidos, 30-34,Mujeres,8382,2005
Barrios Unidos, 35-39,Hombres,7474,2005
Barrios Unidos, 35-39,Mujeres,8182,2005
Barrios Unidos, 40-44,Hombres,7921,2005
Barrios Unidos, 40-44,Mujeres,8892,2005
Barrios Unidos, 45-49,Hombres,7415,2005
Barrios Unidos, 45-49,Mujeres,8556,2005
Barrios Unidos, 50-54,Hombres,6028,2005
Barrios Unidos, 50-54,Mujeres,7035,2005
Barrios Unidos, 55-59,Hombres,5705,2005
Barrios Unidos, 55-59,Mujeres,6665,2005
Barrios Unidos, 60-64,Hombres,4499,2005
Barrios Unidos, 60-64,Mujeres,5296,2005
Barrios Unidos, 65-69,Hombres,2692,2005
Barrios Unidos, 65-69,Mujeres,3460,2005
Barrios Unidos, 70-74,Hombres,2101,2005
Barrios Unidos, 70-74,Mujeres,2809,2005
Barrios Unidos, 75-79,Hombres,1837,2005
Barrios Unidos, 75-79,Mujeres,2616,2005
Barrios Unidos, 80 y más,Hombres,1768,2005
Barrios Unidos, 80 y más,Mujeres,2994,2005
Barrios Unidos, 0-4,Hombres,6605,2015
Barrios Unidos, 0-4,Mujeres,6173,2015
Barrios Unidos, 5-9  ,Hombres,6906,2015
Barrios Unidos, 5-9  ,Mujeres,6467,2015
Barrios Unidos, 10-14  ,Hombres,6851,2015
Barrios Unidos, 10-14  ,Mujeres,6422,2015
Barrios Unidos, 15-19,Hombres,8263,2015
Barrios Unidos, 15-19,Mujeres,7901,2015
Barrios Unidos, 20-24,Hombres,10171,2015
Barrios Unidos, 20-24,Mujeres,9764,2015
Barrios Unidos, 25-29,Hombres,9198,2015
Barrios Unidos, 25-29,Mujeres,8960,2015
Barrios Unidos, 30-34,Hombres,8528,2015
Barrios Unidos, 30-34,Mujeres,9184,2015
Barrios Unidos, 35-39,Hombres,7915,2015
Barrios Unidos, 35-39,Mujeres,8511,2015
Barrios Unidos, 40-44,Hombres,7758,2015
Barrios Unidos, 40-44,Mujeres,8394,2015
Barrios Unidos, 45-49,Hombres,8359,2015
Barrios Unidos, 45-49,Mujeres,9288,2015
Barrios Unidos, 50-54,Hombres,8183,2015
Barrios Unidos, 50-54,Mujeres,9352,2015
Barrios Unidos, 55-59,Hombres,8214,2015
Barrios Unidos, 55-59,Mujeres,9710,2015
Barrios Unidos, 60-64,Hombres,6674,2015
Barrios Unidos, 60-64,Mujeres,8084,2015
Barrios Unidos, 65-69,Hombres,4245,2015
Barrios Unidos, 65-69,Mujeres,5253,2015
Barrios Unidos, 70-74,Hombres,3119,2015
Barrios Unidos, 70-74,Mujeres,4007,2015
Barrios Unidos, 75-79,Hombres,2369,2015
Barrios Unidos, 75-79,Mujeres,3467,2015
Barrios Unidos, 80 y más,Hombres,2497,2015
Barrios Unidos, 80 y más,Mujeres,4168,2015
Barrios Unidos, 0-4,Hombres,6828,2019
Barrios Unidos, 0-4,Mujeres,6345,2019
Barrios Unidos, 5-9  ,Hombres,7388,2019
Barrios Unidos, 5-9  ,Mujeres,6609,2019
Barrios Unidos, 10-14  ,Hombres,8133,2019
Barrios Unidos, 10-14  ,Mujeres,7021,2019
Barrios Unidos, 15-19,Hombres,9021,2019
Barrios Unidos, 15-19,Mujeres,7708,2019
Barrios Unidos, 20-24,Hombres,10161,2019
Barrios Unidos, 20-24,Mujeres,8765,2019
Barrios Unidos, 25-29,Hombres,9928,2019
Barrios Unidos, 25-29,Mujeres,8558,2019
Barrios Unidos, 30-34,Hombres,10311,2019
Barrios Unidos, 30-34,Mujeres,9182,2019
Barrios Unidos, 35-39,Hombres,11331,2019
Barrios Unidos, 35-39,Mujeres,11013,2019
Barrios Unidos, 40-44,Hombres,10127,2019
Barrios Unidos, 40-44,Mujeres,9740,2019
Barrios Unidos, 45-49,Hombres,9065,2019
Barrios Unidos, 45-49,Mujeres,8822,2019
Barrios Unidos, 50-54,Hombres,9437,2019
Barrios Unidos, 50-54,Mujeres,9473,2019
Barrios Unidos, 55-59,Hombres,9958,2019
Barrios Unidos, 55-59,Mujeres,10320,2019
Barrios Unidos, 60-64,Hombres,8558,2019
Barrios Unidos, 60-64,Mujeres,9210,2019
Barrios Unidos, 65-69,Hombres,6483,2019
Barrios Unidos, 65-69,Mujeres,7199,2019
Barrios Unidos, 70-74,Hombres,5481,2019
Barrios Unidos, 70-74,Mujeres,6331,2019
Barrios Unidos, 75-79,Hombres,3475,2019
Barrios Unidos, 75-79,Mujeres,4330,2019
Barrios Unidos, 80 y más,Hombres,2818,2019
Barrios Unidos, 80 y más,Mujeres,4267,2019
Teusaquillo, 0-4,Hombres,3432,2005
Teusaquillo, 0-4,Mujeres,3463,2005
Teusaquillo, 5-9  ,Hombres,3672,2005
Teusaquillo, 5-9  ,Mujeres,3722,2005
Teusaquillo, 10-14  ,Hombres,3932,2005
Teusaquillo, 10-14  ,Mujeres,3982,2005
Teusaquillo, 15-19,Hombres,5283,2005
Teusaquillo, 15-19,Mujeres,5436,2005
Teusaquillo, 20-24,Hombres,6712,2005
Teusaquillo, 20-24,Mujeres,7715,2005
Teusaquillo, 25-29,Hombres,6550,2005
Teusaquillo, 25-29,Mujeres,7515,2005
Teusaquillo, 30-34,Hombres,4955,2005
Teusaquillo, 30-34,Mujeres,5716,2005
Teusaquillo, 35-39,Hombres,4606,2005
Teusaquillo, 35-39,Mujeres,5454,2005
Teusaquillo, 40-44,Hombres,4891,2005
Teusaquillo, 40-44,Mujeres,5950,2005
Teusaquillo, 45-49,Hombres,4531,2005
Teusaquillo, 45-49,Mujeres,5675,2005
Teusaquillo, 50-54,Hombres,3934,2005
Teusaquillo, 50-54,Mujeres,4982,2005
Teusaquillo, 55-59,Hombres,3218,2005
Teusaquillo, 55-59,Mujeres,4083,2005
Teusaquillo, 60-64,Hombres,2386,2005
Teusaquillo, 60-64,Mujeres,3050,2005
Teusaquillo, 65-69,Hombres,1901,2005
Teusaquillo, 65-69,Mujeres,2665,2005
Teusaquillo, 70-74,Hombres,1489,2005
Teusaquillo, 70-74,Mujeres,2174,2005
Teusaquillo, 75-79,Hombres,1133,2005
Teusaquillo, 75-79,Mujeres,1770,2005
Teusaquillo, 80 y más,Hombres,1048,2005
Teusaquillo, 80 y más,Mujeres,1968,2005
Teusaquillo, 0-4,Hombres,3124,2015
Teusaquillo, 0-4,Mujeres,3067,2015
Teusaquillo, 5-9  ,Hombres,3171,2015
Teusaquillo, 5-9  ,Mujeres,3116,2015
Teusaquillo, 10-14  ,Hombres,3354,2015
Teusaquillo, 10-14  ,Mujeres,3300,2015
Teusaquillo, 15-19,Hombres,5043,2015
Teusaquillo, 15-19,Mujeres,5062,2015
Teusaquillo, 20-24,Hombres,6697,2015
Teusaquillo, 20-24,Mujeres,6750,2015
Teusaquillo, 25-29,Hombres,6482,2015
Teusaquillo, 25-29,Mujeres,6633,2015
Teusaquillo, 30-34,Hombres,5471,2015
Teusaquillo, 30-34,Mujeres,6203,2015
Teusaquillo, 35-39,Hombres,4965,2015
Teusaquillo, 35-39,Mujeres,5622,2015
Teusaquillo, 40-44,Hombres,4883,2015
Teusaquillo, 40-44,Mujeres,5564,2015
Teusaquillo, 45-49,Hombres,5209,2015
Teusaquillo, 45-49,Mujeres,6100,2015
Teusaquillo, 50-54,Hombres,5441,2015
Teusaquillo, 50-54,Mujeres,6559,2015
Teusaquillo, 55-59,Hombres,4720,2015
Teusaquillo, 55-59,Mujeres,5890,2015
Teusaquillo, 60-64,Hombres,3601,2015
Teusaquillo, 60-64,Mujeres,4611,2015
Teusaquillo, 65-69,Hombres,3062,2015
Teusaquillo, 65-69,Mujeres,4006,2015
Teusaquillo, 70-74,Hombres,2259,2015
Teusaquillo, 70-74,Mujeres,3073,2015
Teusaquillo, 75-79,Hombres,1494,2015
Teusaquillo, 75-79,Mujeres,2324,2015
Teusaquillo, 80 y más,Hombres,1521,2015
Teusaquillo, 80 y más,Mujeres,2715,2015
Teusaquillo, 0-4,Hombres,2681,2019
Teusaquillo, 0-4,Mujeres,2512,2019
Teusaquillo, 5-9  ,Hombres,3094,2019
Teusaquillo, 5-9  ,Mujeres,2834,2019
Teusaquillo, 10-14  ,Hombres,3657,2019
Teusaquillo, 10-14  ,Mujeres,3330,2019
Teusaquillo, 15-19,Hombres,4076,2019
Teusaquillo, 15-19,Mujeres,3912,2019
Teusaquillo, 20-24,Hombres,4627,2019
Teusaquillo, 20-24,Mujeres,4490,2019
Teusaquillo, 25-29,Hombres,4797,2019
Teusaquillo, 25-29,Mujeres,4652,2019
Teusaquillo, 30-34,Hombres,5594,2019
Teusaquillo, 30-34,Mujeres,5617,2019
Teusaquillo, 35-39,Hombres,5987,2019
Teusaquillo, 35-39,Mujeres,6587,2019
Teusaquillo, 40-44,Hombres,5430,2019
Teusaquillo, 40-44,Mujeres,5919,2019
Teusaquillo, 45-49,Hombres,4396,2019
Teusaquillo, 45-49,Mujeres,4851,2019
Teusaquillo, 50-54,Hombres,4475,2019
Teusaquillo, 50-54,Mujeres,5100,2019
Teusaquillo, 55-59,Hombres,4698,2019
Teusaquillo, 55-59,Mujeres,5551,2019
Teusaquillo, 60-64,Hombres,4138,2019
Teusaquillo, 60-64,Mujeres,5097,2019
Teusaquillo, 65-69,Hombres,3397,2019
Teusaquillo, 65-69,Mujeres,4326,2019
Teusaquillo, 70-74,Hombres,2491,2019
Teusaquillo, 70-74,Mujeres,3305,2019
Teusaquillo, 75-79,Hombres,1549,2019
Teusaquillo, 75-79,Mujeres,2229,2019
Teusaquillo, 80 y más,Hombres,1597,2019
Teusaquillo, 80 y más,Mujeres,2780,2019
Chapinero, 0-4,Hombres,3859,2005
Chapinero, 0-4,Mujeres,3489,2005
Chapinero, 5-9  ,Hombres,3762,2005
Chapinero, 5-9  ,Mujeres,3414,2005
Chapinero, 10-14  ,Hombres,3992,2005
Chapinero, 10-14  ,Mujeres,3622,2005
Chapinero, 15-19,Hombres,4228,2005
Chapinero, 15-19,Mujeres,3893,2005
Chapinero, 20-24,Hombres,4710,2005
Chapinero, 20-24,Mujeres,4815,2005
Chapinero, 25-29,Hombres,4484,2005
Chapinero, 25-29,Mujeres,4576,2005
Chapinero, 30-34,Hombres,3488,2005
Chapinero, 30-34,Mujeres,3579,2005
Chapinero, 35-39,Hombres,3217,2005
Chapinero, 35-39,Mujeres,3385,2005
Chapinero, 40-44,Hombres,3188,2005
Chapinero, 40-44,Mujeres,3436,2005
Chapinero, 45-49,Hombres,3168,2005
Chapinero, 45-49,Mujeres,3508,2005
Chapinero, 50-54,Hombres,2533,2005
Chapinero, 50-54,Mujeres,2836,2005
Chapinero, 55-59,Hombres,2043,2005
Chapinero, 55-59,Mujeres,2293,2005
Chapinero, 60-64,Hombres,1608,2005
Chapinero, 60-64,Mujeres,1818,2005
Chapinero, 65-69,Hombres,995,2005
Chapinero, 65-69,Mujeres,1225,2005
Chapinero, 70-74,Hombres,792,2005
Chapinero, 70-74,Mujeres,1013,2005
Chapinero, 75-79,Hombres,595,2005
Chapinero, 75-79,Mujeres,811,2005
Chapinero, 80 y más,Hombres,572,2005
Chapinero, 80 y más,Mujeres,919,2005
Chapinero, 0-4,Hombres,3451,2015
Chapinero, 0-4,Mujeres,2985,2015
Chapinero, 5-9  ,Hombres,3184,2015
Chapinero, 5-9  ,Mujeres,2765,2015
Chapinero, 10-14  ,Hombres,3343,2015
Chapinero, 10-14  ,Mujeres,2903,2015
Chapinero, 15-19,Hombres,3960,2015
Chapinero, 15-19,Mujeres,3507,2015
Chapinero, 20-24,Hombres,4584,2015
Chapinero, 20-24,Mujeres,4075,2015
Chapinero, 25-29,Hombres,4335,2015
Chapinero, 25-29,Mujeres,3906,2015
Chapinero, 30-34,Hombres,3784,2015
Chapinero, 30-34,Mujeres,3757,2015
Chapinero, 35-39,Hombres,3403,2015
Chapinero, 35-39,Mujeres,3373,2015
Chapinero, 40-44,Hombres,3118,2015
Chapinero, 40-44,Mujeres,3108,2015
Chapinero, 45-49,Hombres,3566,2015
Chapinero, 45-49,Mujeres,3650,2015
Chapinero, 50-54,Hombres,3437,2015
Chapinero, 50-54,Mujeres,3612,2015
Chapinero, 55-59,Hombres,2947,2015
Chapinero, 55-59,Mujeres,3200,2015
Chapinero, 60-64,Hombres,2392,2015
Chapinero, 60-64,Mujeres,2658,2015
Chapinero, 65-69,Hombres,1571,2015
Chapinero, 65-69,Mujeres,1780,2015
Chapinero, 70-74,Hombres,1178,2015
Chapinero, 70-74,Mujeres,1385,2015
Chapinero, 75-79,Hombres,773,2015
Chapinero, 75-79,Mujeres,1028,2015
Chapinero, 80 y más,Hombres,814,2015
Chapinero, 80 y más,Mujeres,1226,2015
Chapinero, 0-4,Hombres,2818,2019
Chapinero, 0-4,Mujeres,2637,2019
Chapinero, 5-9  ,Hombres,2979,2019
Chapinero, 5-9  ,Mujeres,2718,2019
Chapinero, 10-14  ,Hombres,3251,2019
Chapinero, 10-14  ,Mujeres,2881,2019
Chapinero, 15-19,Hombres,3438,2019
Chapinero, 15-19,Mujeres,2941,2019
Chapinero, 20-24,Hombres,3562,2019
Chapinero, 20-24,Mujeres,3080,2019
Chapinero, 25-29,Hombres,3686,2019
Chapinero, 25-29,Mujeres,3188,2019
Chapinero, 30-34,Hombres,3639,2019
Chapinero, 30-34,Mujeres,3245,2019
Chapinero, 35-39,Hombres,3805,2019
Chapinero, 35-39,Mujeres,3703,2019
Chapinero, 40-44,Hombres,3550,2019
Chapinero, 40-44,Mujeres,3420,2019
Chapinero, 45-49,Hombres,2964,2019
Chapinero, 45-49,Mujeres,2891,2019
Chapinero, 50-54,Hombres,2946,2019
Chapinero, 50-54,Mujeres,2962,2019
Chapinero, 55-59,Hombres,2919,2019
Chapinero, 55-59,Mujeres,3029,2019
Chapinero, 60-64,Hombres,2661,2019
Chapinero, 60-64,Mujeres,2868,2019
Chapinero, 65-69,Hombres,1931,2019
Chapinero, 65-69,Mujeres,2147,2019
Chapinero, 70-74,Hombres,1404,2019
Chapinero, 70-74,Mujeres,1625,2019
Chapinero, 75-79,Hombres,901,2019
Chapinero, 75-79,Mujeres,1127,2019
Chapinero, 80 y más,Hombres,735,2019
Chapinero, 80 y más,Mujeres,1104,2019
Antonio Nariño, 0-4,Hombres,4706,2005
Antonio Nariño, 0-4,Mujeres,4495,2005
Antonio Nariño, 5-9  ,Hombres,4682,2005
Antonio Nariño, 5-9  ,Mujeres,4487,2005
Antonio Nariño, 10-14  ,Hombres,4947,2005
Antonio Nariño, 10-14  ,Mujeres,4741,2005
Antonio Nariño, 15-19,Hombres,4851,2005
Antonio Nariño, 15-19,Mujeres,4720,2005
Antonio Nariño, 20-24,Hombres,4840,2005
Antonio Nariño, 20-24,Mujeres,5245,2005
Antonio Nariño, 25-29,Hombres,4211,2005
Antonio Nariño, 25-29,Mujeres,4553,2005
Antonio Nariño, 30-34,Hombres,3559,2005
Antonio Nariño, 30-34,Mujeres,3869,2005
Antonio Nariño, 35-39,Hombres,3422,2005
Antonio Nariño, 35-39,Mujeres,3819,2005
Antonio Nariño, 40-44,Hombres,3442,2005
Antonio Nariño, 40-44,Mujeres,3941,2005
Antonio Nariño, 45-49,Hombres,3211,2005
Antonio Nariño, 45-49,Mujeres,3780,2005
Antonio Nariño, 50-54,Hombres,2594,2005
Antonio Nariño, 50-54,Mujeres,3088,2005
Antonio Nariño, 55-59,Hombres,1951,2005
Antonio Nariño, 55-59,Mujeres,2326,2005
Antonio Nariño, 60-64,Hombres,1473,2005
Antonio Nariño, 60-64,Mujeres,1768,2005
Antonio Nariño, 65-69,Hombres,1132,2005
Antonio Nariño, 65-69,Mujeres,1485,2005
Antonio Nariño, 70-74,Hombres,841,2005
Antonio Nariño, 70-74,Mujeres,1149,2005
Antonio Nariño, 75-79,Hombres,652,2005
Antonio Nariño, 75-79,Mujeres,951,2005
Antonio Nariño, 80 y más,Hombres,628,2005
Antonio Nariño, 80 y más,Mujeres,1089,2005
Antonio Nariño, 0-4,Hombres,4186,2015
Antonio Nariño, 0-4,Mujeres,3884,2015
Antonio Nariño, 5-9  ,Hombres,3941,2015
Antonio Nariño, 5-9  ,Mujeres,3663,2015
Antonio Nariño, 10-14  ,Hombres,4118,2015
Antonio Nariño, 10-14  ,Mujeres,3832,2015
Antonio Nariño, 15-19,Hombres,4517,2015
Antonio Nariño, 15-19,Mujeres,4286,2015
Antonio Nariño, 20-24,Hombres,4699,2015
Antonio Nariño, 20-24,Mujeres,4474,2015
Antonio Nariño, 25-29,Hombres,4056,2015
Antonio Nariño, 25-29,Mujeres,3919,2015
Antonio Nariño, 30-34,Hombres,3833,2015
Antonio Nariño, 30-34,Mujeres,4095,2015
Antonio Nariño, 35-39,Hombres,3599,2015
Antonio Nariño, 35-39,Mujeres,3837,2015
Antonio Nariño, 40-44,Hombres,3349,2015
Antonio Nariño, 40-44,Mujeres,3594,2015
Antonio Nariño, 45-49,Hombres,3597,2015
Antonio Nariño, 45-49,Mujeres,3964,2015
Antonio Nariño, 50-54,Hombres,3497,2015
Antonio Nariño, 50-54,Mujeres,3965,2015
Antonio Nariño, 55-59,Hombres,2792,2015
Antonio Nariño, 55-59,Mujeres,3274,2015
Antonio Nariño, 60-64,Hombres,2172,2015
Antonio Nariño, 60-64,Mujeres,2607,2015
Antonio Nariño, 65-69,Hombres,1775,2015
Antonio Nariño, 65-69,Mujeres,2179,2015
Antonio Nariño, 70-74,Hombres,1244,2015
Antonio Nariño, 70-74,Mujeres,1583,2015
Antonio Nariño, 75-79,Hombres,841,2015
Antonio Nariño, 75-79,Mujeres,1217,2015
Antonio Nariño, 80 y más,Hombres,887,2015
Antonio Nariño, 80 y más,Mujeres,1465,2015
Antonio Nariño, 0-4,Hombres,3886,2019
Antonio Nariño, 0-4,Mujeres,3647,2019
Antonio Nariño, 5-9  ,Hombres,3977,2019
Antonio Nariño, 5-9  ,Mujeres,3664,2019
Antonio Nariño, 10-14  ,Hombres,4094,2019
Antonio Nariño, 10-14  ,Mujeres,3726,2019
Antonio Nariño, 15-19,Hombres,4073,2019
Antonio Nariño, 15-19,Mujeres,3747,2019
Antonio Nariño, 20-24,Hombres,4124,2019
Antonio Nariño, 20-24,Mujeres,3833,2019
Antonio Nariño, 25-29,Hombres,4219,2019
Antonio Nariño, 25-29,Mujeres,3926,2019
Antonio Nariño, 30-34,Hombres,4015,2019
Antonio Nariño, 30-34,Mujeres,3854,2019
Antonio Nariño, 35-39,Hombres,3980,2019
Antonio Nariño, 35-39,Mujeres,4187,2019
Antonio Nariño, 40-44,Hombres,3576,2019
Antonio Nariño, 40-44,Mujeres,3721,2019
Antonio Nariño, 45-49,Hombres,3213,2019
Antonio Nariño, 45-49,Mujeres,3387,2019
Antonio Nariño, 50-54,Hombres,3178,2019
Antonio Nariño, 50-54,Mujeres,3457,2019
Antonio Nariño, 55-59,Hombres,3148,2019
Antonio Nariño, 55-59,Mujeres,3543,2019
Antonio Nariño, 60-64,Hombres,2825,2019
Antonio Nariño, 60-64,Mujeres,3305,2019
Antonio Nariño, 65-69,Hombres,2170,2019
Antonio Nariño, 65-69,Mujeres,2623,2019
Antonio Nariño, 70-74,Hombres,1483,2019
Antonio Nariño, 70-74,Mujeres,1866,2019
Antonio Nariño, 75-79,Hombres,943,2019
Antonio Nariño, 75-79,Mujeres,1285,2019
Antonio Nariño, 80 y más,Hombres,919,2019
Antonio Nariño, 80 y más,Mujeres,1510,2019
Puente Aranda, 0-4,Hombres,9665,2005
